chinese_name,english_names,english_descriptions,chinese_spans,csi_category_stage_1,csi_consensus_spans,csi_or_not,csi_category_stage_2
老醋蛰头,['jellyish with black vinegar'],[''],老醋 蛰头,1,,1,
红烧鲈鱼,['seabass with seasonal vegetables'],[''],红烧 鲈鱼,0,,0,0.0
椒盐有头虾,['shrimp with heads with spiced salt'],[''],椒盐 有头 虾,1,,1,
酸汤肥牛肥羊,"['poached supreme snow-flake beef or lamb, enoki mushrooms with green & red chilli in chinese sauerkraut soup']","['Supreme Snow-Flake Beef (or Lamb), Enoki Mushrooms, Green & Red Chilli, Chinese Sauerkraut']",酸 汤 肥牛 肥羊,1,,1,
咖喱羊腩煲,['curry lamb brisket in casserole'],[''],咖喱 羊腩 煲,0,,0,
果汁银元带子,['sauteed scallops with fruit juice'],[''],带子 银元带子 果汁,2,银元带子,1,2.0
芝麻鸡,['boiled chicken with sesame'],[''],鸡 芝麻鸡 芝麻,2,芝麻鸡 芝麻 鸡,1,
酸辣米粉,['pho noodles in hot and sour soup with miced pork'],[''],酸辣 米粉,0,,0,
凉拌海蜇,['jelly fish with cucumber'],[''],凉拌 海蜇,0,,0,
拍黄瓜,['patted cucumber with garlic sauce'],[''],拍 黄瓜,0,,0,
土家茄子,['tujia braised aubergine with pork mince'],[''],土家 茄子,1,,1,
清蒸蒜蓉带子,['steamed scallop with mashed garlic'],[''],清蒸 蒜蓉 带子,1,,1,
时价鲈鱼拖拔,['sea bass or turbot'],['Seasonal Price'],时价 鲈鱼 拖拔,2,,1,
鱼香大虾肉,['yuxiang prawn meat sauteed with spicy garlic sauce'],[''],鱼香 大 虾肉,1,,1,
干葱豆豉鸡煲,['stewed chicken with scallion and black bean sauce in casserole'],[''],干葱 豆豉 鸡煲,1,,1,
麻酱抄手,['sesame chao shou dumplings'],['Chicken dumplings with spicy sesame peanut sauce'],麻酱 抄手,1,,1,
酱野菌炒胭脂蚌,['sauteed mussel and mushrooms with soy bean paste'],[''],酱野菌 炒 胭脂 蚌,2,,1,
酱炒萝卜糕,['fried turnip cake with xo sauce'],[''],酱 炒 萝卜 糕,1,,1,
水煮肉片,"['classic sichuan boiled pork in sizzling chilli oil', 'Sliced Pork in Hot Chili Oil']","['Tender cuts of boiled pork in hot Sichuan chilli bean sauce and fresh garlic Garnished with coriander and a sizzling pile of chillies', '']",水煮 肉片,0,,0,
松子凤冠饺,['steamed crystal sachet with pine kernels'],[''],松子 凤冠 饺,2,,1,
盐焗鸡,['salted roasted chicken'],[''],盐焗鸡,1,,1,
巴山春卷,['barshu spring rolls'],[''],巴山 春卷,1,,1,
上素炒鸽脯,['sauteed pigeon breast with vegetables'],[''],上素 炒 鸽脯,1,,1,
西芹炒鲜贝,['stir-fried scallops with celery & chopped red pepper'],"['Scallops, Celery, Chopped Red Pepper']",西芹 炒 鲜贝,0,,0,
豉汁豆腐,['tofu in black bean sauce'],['Stir fried tofu with mixed peppers in black bean sauce'],豉汁 豆腐,1,,1,
麻辣虾春卷,['fragrant sichuan cumin prawn spring rolls'],['Prawn Spring Roll with green peas cumin and chilli'],麻辣 虾 春卷,1,,1,
鱼肚粟米羹,['fish maw thick soup with sweet corn'],[''],鱼肚 粟米 羹,1,,1,
特色麻辣烤鱼,['special hot spicy fish pot'],[''],特色 麻辣 烤鱼,1,,1,
梅菜猪肉包,['pork with preserved vegetable bun'],[''],梅菜 猪肉 包,1,,1,
烧汁排骨,['spare ribs with bbq sauce'],[''],烧汁 排骨,1,,1,
清蒸海上鲈鱼,['steamed sea bass with ginger and spring onions'],[''],清蒸 海上 鲈鱼,1,,1,
菜胆肘子炖海中宝,"['stewed fish maw, sea cucumber and ham with green vegetable']",[''],炖 肘子 海中宝 菜胆 海中,3,海中宝,1,3.0
蒜蓉粉丝龙虾,['lobster in garlic sauce'],[''],蒜蓉 粉丝 龙虾,1,,1,
油爆全丁,['quick fried mixed seafood'],[''],油爆 全丁,1,,1,
葱烧鳗鱼,['braised eel with scallion'],[''],葱烧 鳗鱼,1,,1,
士召大虾,['king prawn with green pepper in Black Bean Sauce'],[''],大虾 士召,2,士召,1,1.0
爆炒鳝鱼丝,['stir-fried shredded eel'],[''],爆炒 鳝鱼 丝,1,,1,
淮杞爆乳鸽,['stir-fried pigeonneau and chinese wolfberry'],[''],爆 乳鸽 淮杞,2,淮杞,1,1.0
卤牛腩,['marinated beef brisket'],[''],卤 牛腩,1,,1,
烤红薯,['roast sweet potato'],[''],烤红 红薯 烤红薯,0,,0,0.0
酥炸山菌,['deep-fried mushrooms'],[''],酥炸 山菌,1,,1,
小炒黄牛肉付炒牛肉,['stir fried beef with hot peppers'],[''],小炒 黄 牛肉 付 炒 牛肉,0,,0,
韭皇鲜虾肠粉,['barbecue pork cheung fun'],[''],韭皇 鲜虾 肠粉,1,,1,
韮菜鹿肉炒乌冬,['venison and chive fried udon noodle'],[''],韮 菜 鹿肉 炒 乌冬,0,,0,
辣汁串烧鱼,['barbequed fish kebab with chili sauce'],[''],辣汁 串烧 鱼,0,,0,
山珍菌皇汤,['supreme fungus and mushroom soup'],[''],皇汤 菌 山珍,2,山珍,1,
牡丹王寿眉,['te guan yin tea'],[''],王寿眉 牡丹 牡丹王寿眉,3,牡丹王寿眉,1,3.0
干烧虾球,['dry-braised prawn'],[''],干烧 虾球,1,,1,
白椒炒鸡胗,['sauteed chicken gizzards with pepper'],[''],白椒 炒 鸡 胗,1,,1,
水果沙拉,['fruit salad'],[''],水果 沙拉,0,,0,
蒜蓉三蔬,['mixed chinese baby greens with garlic v'],[''],蒜蓉 三蔬,1,,1,
鸡煲牙捡翅,['braised shark fin in chicken soup '],[''],鸡煲 牙 捡 翅,1,,1,
姜葱牛腩捞面,['beef brisket with ginger and scallion on noodle'],[''],姜葱 牛腩 捞面,1,,1,
海鲜汤面海鲜汤米粉,['seafood homemade noodle soup rice soup noodle'],[''],海鲜 汤面 海鲜 汤 米粉,1,,1,
红烧芋头,['braised taro in chillicothe and garlic'],[''],红烧 芋头,0,,0,0.0
椰汁西米露,['sweet sago cream with coconut milk'],"['Sago, Coconut Milk']",椰汁 西米露,0,,0,
素炒河粉,['sautéed-fried rice noodles with vegetables'],"['Rice Noodles, Vegetables']",素 炒 河粉,1,,1,
百花鲍鱼卷,['steamed abalone rolls'],[''],百花 鲍鱼 卷,1,,1,
奶皇包,['custard bun'],[''],奶皇包 奶皇,1,奶皇包 奶皇,1,1.0
上汤鸡毛菜,['braised green vegetable in broth'],[''],上 汤 鸡毛 菜,0,,0,0.0
斋大头菜饺,['vegetable kohlrabi dumpling'],[''],斋 大头 大头菜 饺,0,,0,
爆鸡,['chicken with yellow bean sauce'],[''],爆鸡,0,,0,
八珍煲,['assorted meat in casserole'],[''],八珍 煲,1,八珍,1,
柱候火腩豆腐煲,['claypot silken egg tofu and roast pork belly with chu hou sauce'],[''],柱候 火腩 豆腐 煲,1,,1,
私房麻辣鲈鱼锅,['sichuan style whole fish with spicy and Mix Vegetable'],[' s s;A3'],私房 麻辣 鲈鱼 锅,1,,1,
醪糟汤圆,['tangyuan glutinous rice balls in fermented glutinous rice soup'],[''],醪糟 汤圆,1,,1,
素烧双冬,['braised bamboo shoots and mushroom'],[''],素烧 双冬,1,,1,
黑松露野菌炒牛柳,['stir fried fish with ginger and Spring Onions'],[''],黑松 露野菌 炒 牛柳,1,,1,
榄仁炒鱼环,['sauteed minced dace with olives'],[''],榄 仁 炒 鱼环,1,,1,
双冬肉丝,['shredded pork with bamboo shoot and chinese mushroom'],[''],双冬 肉丝,1,,1,
清汤什菜面,['vegetable noodles'],[''],清汤 什菜面,1,,1,
油盐水浸时蔬,['braised seasonal vegetable in salty sauce'],[''],油盐 水浸 时蔬,0,,0,
腰果羊大虾三鲜,['lamb king prawn mixed seafood'],[''],腰果 羊 大虾 三鲜,2,,1,
日式煎锅貼件,['shanghai style juicy pork dumplings with crab meat pcs'],[''],日式 煎锅 貼件,1,,1,
咖喱鱼排饭,['rice topped with curry fish fillet'],[''],咖喱 鱼排 饭,0,,0,
肉末雪菜,['stir-fry preserved vegetable with minced pork'],[''],肉末 雪菜,0,,0,
苏格兰蓝龙虾炆生面,['scottish blue lobster noodle with ginger and spring onion'],[''],苏格兰 蓝 龙虾 炆 生面,1,,1,
浓汁四宝鱼翅,['shark fin soup with four delicacies'],[''],浓汁 四宝 鱼翅,1,,1,
清蒸全鸭,['steamed whole duck '],[''],清蒸 全鸭,0,,0,
冰镇芥兰,['iced chinese broccoli'],[''],冰镇 芥兰,0,,0,
鲍汁扣东坡肉,['braised dongpo pork with abalone sauce'],[''],鲍汁 扣 东坡 东坡肉,1,,1,
菜豆花,['braised tofu with vegetables'],[''],菜豆 花,0,,0,
羊肚菌鲜味饺,['morel mushroom dumpling'],['(v)'],羊肚 菌 鲜味 饺,1,,1,
油爆大虾,['quick fried king prawn with green pepper'],[''],油爆 大虾,0,,0,
香辣牛肉丝,['crispy shredded beef in chilli'],['Crispy shredded beef with chef special chilli sauce and carrots'],香辣 牛肉 丝,0,,0,
香辣干豆丝,['dry bean curd with hot spicy sauce'],[''],香辣 干 豆丝,0,,0,
脆皮炸芋头糕,['crispy taro stick served with a sweet chilli sauce'],[''],脆皮 炸 芋头 糕,0,,0,
炸馒头,"['deep-fried mantou', 'Fried sweet bun']","['', '']",炸 馒头,0,,0,0.0
酥炸大虾,['deep fried king prawn'],[''],酥炸 大虾,0,,0,
菠萝古老肉,['sweet and sour pork'],[''],菠萝 古老 肉,1,,1,
姜葱面炒,['noodles stir fried with ginger and spring onion'],[''],姜葱 面 炒,0,,0,
爆炒牛肋骨,['stir-fried beef ribs'],[''],爆炒 牛 肋骨,0,,0,
山城辣子鸡,['mountain city wok fried chicken and chilli with garlic and szechuan peppercorns authentic and;typical dish worth trying'],[''],山城 辣子 子鸡 辣子鸡,2,,1,
姜葱小海蟹,['velvet crab with spring onion and ginger'],[''],姜葱 小 海蟹,0,,0,
米粉,['rice vermicelli soup'],[''],米粉,0,,0,
铁板沙茶豆腐,['Sizzling Tofu Satay'],[''],豆腐 沙茶 铁板,1,沙茶,1,
豉油鸡腿面,['soy sauce chicken noodles'],[''],豉油 鸡腿 鸡腿面,0,,0,
酸汤肥羊锅,['lamb and needle mushroom'],['Special Sour Soup s;A4'],酸 汤 肥羊 锅,1,,1,
鱼子芥末海鲜筒,['seafood spring roll with green mustard and pistachio'],[''],鱼子 芥末 海鲜 筒,1,,1,
烤银丝卷,['toasted steamed rolls'],[''],烤 银丝 银丝卷,0,,0,
宋嫂鱼羹,"[""song so's fish soup""]",['A comforting soup of fresh seabass and shiitake mushrooms This soup dates back to the Southern Song Dynasty made famous by the Song Emperor Zhao who came across it during his travels contains egg'],宋嫂鱼羹,3,宋嫂鱼羹,1,2.0
鸡锅贴,['grilled chicken dumpling'],[''],鸡 锅贴,0,,0,
鲜味小锅米线,['xiao guo rice noodle meatballs mushrooms seaweed house special broth'],[''],鲜味 小锅 米线,0,,0,
明虾角,['prawn balls with mayo'],[''],角 明虾角 明虾,3,明虾角 明虾,1,
糟香鹅掌,['braised goose webs in rice wine sauce'],[''],糟香 鹅掌,1,,1,
沙律明虾球,['shrimp salad'],[''],沙律 明 虾球,0,,0,
川椒肉片,['stir fried pork with dried chilli and onion'],[''],川椒 肉片,1,,1,
姜葱生蚝,['fried oyster with ginger and spring onion'],[''],姜葱 生蚝,0,,0,
双耳炒四季,['stir-fry fungus and assorted vegetables'],[''],双耳 炒 四季,1,,1,
台湾卤肉饭,['taiwanese style marinated pork'],[''],台湾 卤肉 卤肉饭,1,,1,
串烧冬荫鸡饼,['chicken cakes on skewers in tom yum sauce'],[''],串烧 冬荫鸡 饼,1,,1,
蚝皇南非溏心鲍鱼扣花胶,['braised whole south african abalone and fish maw with supreme oyster sauce'],[''],蚝 皇 南非 溏 心 鲍鱼 扣花胶,1,,1,
辣味虾烧麦,['spicy prawn shaomai'],[''],辣味 虾 烧麦,0,,0,0.0
清蒸智利海鲈鱼,['steamed chilean wild sea bass fillet with ginger and scallion'],[''],清蒸 智利 海 鲈鱼,1,,1,
孜然牛肉饭,['stir fried beef with cumin'],[''],孜然 牛肉 饭,0,,0,
麻辣牛肚,['spicy beef tripe'],[''],麻辣 牛肚,0,,0,
香辣芙蓉鱼,['spicy sliced fish with egg white '],[''],香辣 芙蓉 鱼,1,,1,
重庆小面,['chongqing noodles with minced pork'],[''],重庆 小面,1,,1,
干贝扒芦笋,['braised asparagus with scallops  '],[''],干贝 扒 芦笋,1,,1,
冬笋炒肉丝,['sauteed shredded pork with bamboo shoots'],[''],冬笋 炒 肉丝,0,,0,
清蒸多佛龙利鱼,['steamed dover sole'],[''],清蒸 多佛 龙利鱼,0,,0,
葱煸羊腩,['sauteed diced lamb with scallion'],[''],葱 煸 羊 腩,0,,0,
九重茄子,['sauteed eggplant with basil'],[''],九重 茄子,2,九重,1,2.0
韭菜饺,['shrimp and leek dumpling'],[''],韭菜 饺,0,,0,
沙墨鱼仔,['satay baby squid'],[''],沙 墨鱼 墨鱼仔,1,,1,
鲜虾腐皮肠粉,['king prawn with bean curd'],[''],鲜虾 腐皮 肠粉,1,,1,
油炸花生米,['fried fresh peanuts n'],[''],油炸 花生 生米 花生米,0,,0,
时蔬炒饭,['mixed vegetable fried rice'],[''],时蔬 炒饭,0,,0,
汤生面,['egg noodle soup'],[''],生面 汤生面,0,,0,
松花皮蛋,['preserved egg with pickle chilli and soya'],[''],松花 皮蛋,1,,1,
蒙古手抓肉,"['boiled lamb, mongolian style']",[''],蒙古 手 抓肉,1,,1,
黑米馒头,['mantou with black rice'],[''],黑米 馒头,0,,0,
家乡鳝鱼,['home-style eel'],[''],家乡 鳝鱼,1,,1,
甜酸鸡球,['chicken balls with sweet and sour sauce'],[''],甜酸 鸡球,0,,0,
香煎牛肉包,['pan fried beef buns'],[''],香 煎 牛肉 包,0,,0,
雪菜火鸭丝煎面,['fried noodle with shredded duck and pickle cabbage'],[''],雪菜 火鸭丝 煎面,1,,1,
冰糖银耳燕窝,['braised bird’s nest with white fungus and rock sugar'],[''],冰糖 银耳 燕窝,1,,1,
菠菜虾饺带子饺,['spinach and prawn dumpling'],['Scallop and Prawn Dumpling'],菠菜 虾饺 带子 饺,0,,0,
铁板姜葱牛柳,['sizzling beef tenderloin with ginger and spring onions'],[''],铁板 姜葱 牛柳,1,,1,
殷豉炒珍宝蟹,['sauteed jumbo crab in taiwan black bean sauce'],[''],殷豉 炒 珍宝 蟹,1,,1,
鲜虾生肉包,['baozi stuffed with shrimp '],[''],鲜虾 生肉 包,0,,0,
小棠菜蒜蓉清炒,['stir fried pak choi'],['VG Garli Plain Fried'],小棠 菜 蒜蓉 清炒,1,,1,
蚝油白菜,['pak choi with oyster sauce'],[''],蚝油 白菜,0,,0,
香煎萝卜糕,['turnip paste'],[''],香 煎 萝卜 糕,1,,1,
腊八豆炒腊肉,['sauteed preserved pork with fermented soy beans'],[''],腊八 豆 炒 腊肉,1,,1,
炭烧素叉烧,['charcoal grilled vegetarian mock barbecued pork v'],['Please inform your host if you have any allergies food intolerances and or dietary requirements;V Vegetarian;S Spicy Chef Recommendation'],炭烧 素 叉烧,1,,1,
美味牛筋,['flavored beef tendon'],[''],美味 牛筋,0,,0,
宫保大虾肉,['kung pao supreme shrimp'],[''],宫保 大 虾肉,1,,1,
糟蛋,['egg preserved in rice wine'],[''],糟蛋,1,糟蛋,1,1.0
蒜蓉花楖菜,['broccoli and cauliflower with garlic'],['Broccoli and cauliflower with garlic'],蒜蓉 花 楖 菜,1,,1,
奶黄糯米糍,['glutinous rice balls stuffed with custard '],[''],奶黄 糯米 糍,1,,1,
爽口西芹,['celery with sauce'],[''],爽口 西芹,0,,0,
木瓜腰豆煮海参,['stewed sea cucumber with kidney beans and papaya'],[''],木瓜 腰豆 煮 海参,1,,1,
千层耳丝,['shredded pig ear'],[''],千层 耳丝,0,,0,
金银贝大富豪炒饭,['dried and fresh scallop fried rice with xo sauce'],[''],金银 贝 大富 富豪 大富豪 炒饭,1,,1,
陈皮鸡,['tangerine-flavored chicken'],[''],陈皮 鸡 陈皮鸡,2,陈皮鸡 陈皮,1,1.0
现炸酥肉,['deep fried pork with szechuan pepper corn'],[''],现炸 酥 肉,0,,0,
蜜汁叉烧配鹅干,['cantonese honey roasted pork and grated foie gras'],[''],蜜汁 叉烧 配鹅干,1,,1,
凉拌清爽菜,['cold staters and appetizers'],[''],凉拌 清爽 菜,0,,0,
水晶虾仁,['sauteed shrimp'],[''],水晶 虾仁,2,水晶,1,1.0
酸辣瓜条,['spicy cucumber in vinegar'],[''],酸辣 瓜条,0,,0,
酸辣小海蟹,['velvet crab with preserved vegetable and chilli'],[''],酸辣 小 海蟹,0,,0,0.0
南乳碎炸鸡,['fried chicken with fermented tofu'],[''],南乳碎 炸鸡,1,,1,
豉汁芥兰豆腐,['kai lan and tofu in black bean sauce'],[''],豉汁 芥兰 豆腐,0,,0,
杭椒牛柳,['sauteed beef fillet with green pepper'],[''],杭椒 牛柳,1,,1,
四川回锅肉,['intestine with dried chilli sichuan style double cooked pork belly'],[''],四川 回锅 回锅肉,1,,1,
拌香椿苗,['chinese toon in sauce'],[''],拌 香椿 苗,1,,1,
大蒜羊仔片,['sauteed lamb slices with garlic'],[''],大蒜 羊仔片,0,,0,0.0
蒜蓉蒸大虾碌,['steamed king prawns in shell with garlic and soya sauce'],[''],蒜蓉 蒸 大虾 碌,1,,1,
香煎土豆饼,['chinese crispy hash brown'],"['Potato, Flour']",香 煎 土豆 豆饼 土豆饼,0,,0,
红烧大鲍翅,['braised shark fin with soy sauce'],[''],红烧 大 鲍翅,1,,1,
水煮明虾,['poached prawns in chili oil'],[''],水煮 明虾,1,,1,
奶皇寿包,['sweet almond tofu pudding with fresh fruits chilled'],[''],奶皇寿包,1,,1,
香油苦瓜,['marinated bitter melon with sesame oil'],[''],香油 苦瓜,0,,0,0.0
酸菜肚丝汤,['pickled cabbage and pork tripe soup'],[''],酸菜 肚丝 汤,0,,0,
油酱毛蟹,['braised river crab with soy bean paste'],[''],油酱 毛蟹,0,,0,
明炉烧鸭全去骨,['roast duck whole boneless'],[''],明炉 烧鸭 全去 骨,1,,1,
干锅藕片,['dry wok sliced lotus root'],['Stir fried crunchy sliced lotus roots with fresh garlic mixed peppers chilli and celery in spicy Sichuan sauce'],干锅 藕片,0,,0,
炸烹虾球,['fried prawn'],[''],炸 烹 虾球,1,,1,
海皇蛋白菜粒炒饭,['fried rice with egg white and diced vegetables'],[''],海皇 蛋白 菜粒 炒饭,1,,1,
白辣椒蒸排骨,['spare ribs with white chilli'],[''],白 辣椒 蒸 排骨,0,,0,
宫保肉丁,['kung po pork'],[''],宫保 肉丁,1,,1,
香煎鹅肝,['pan-fried goose liver'],[''],香煎鹅肝,0,,0,
鼓汁蒸带子,['steamed scallops with black bean sauce'],[''],鼓汁 蒸 带子,1,,1,
麻辣土豆丝,['sliced spicy potato'],[''],麻辣 土豆 豆丝 土豆丝,0,,0,0.0
三虾炒冬粉,['stir fried vermicelli noodle with spanish red shrimp'],[''],三虾 炒 冬粉,0,,0,
港式烧鸭饭,['roast duck hong kong style with rice'],[''],港式 烧鸭 饭,1,,1,
豉椒蒸凤爪,['chicken claws in black bean sauce'],['Contain Nuts Suitable for vegetarian Denotes option;mages are for reference only Hot and Spicy'],豉椒 蒸 凤爪,1,,1,
酱辔鸡,['chicken with cashewnuts in yellow bean sauce'],[''],酱 辔 鸡,1,,1,
宫保豆腐,['chilli beancurd kunpo style with cashewnuts'],[''],宫保 豆腐,1,,1,
黑毛猪叉烧拼脆皮烧腩仔,['honey glazed iberico char siu and crispy pork belly'],[''],黑 毛猪 叉烧 拼 脆皮 烧腩 仔,1,,1,
清炒荷兰豆,['stir-fry snow peas'],[''],清炒 荷兰 荷兰豆,0,,0,
干烧四鲜,['braised duck webs and duck meat with bamboo shoots and green '],[''],干烧 四鲜,1,,1,
温泉蛋麻婆豆腐,['mapo tofu with minced beef and poached egg'],[''],温泉 蛋 麻婆 豆腐 麻婆豆腐,1,,1,
琵琶豆腐,['pei pa beancurd'],[''],琵琶豆腐 琵琶 豆腐,2,琵琶豆腐,1,1.0
香辣油泼面,['aromatic chili oil noodles'],[''],香辣 油泼面,1,,1,0.0
东坡银鳕鱼,['dongpo steamed codish with preserved vegetables'],[''],东坡 鳕鱼 银,1,东坡,1,
羊排萝卜汤,['lamb belly and molly'],[''],羊排 萝卜 萝卜汤,0,,0,
香芋烩牛肉,['braised beef with taro'],[''],香芋 烩 牛肉,0,,0,
木瓜炖翅,['shark fin soup with papaya'],[''],木瓜 炖 翅,0,,0,
烧卖拼盘,['siu mai platter pcs'],[''],烧卖 拼盘,1,,1,
春卷肉,['crispy spring rolls'],[''],春卷 肉,1,,1,
鸡丝星米,['singapore rice noodle with chicken'],[''],鸡丝 星米,1,,1,
